naca8304,1.5,0.3,0.66,0.4,5,5,0.0,1.4620225882936053,2.5513619078794187
naca8304,1.5,0.3,0.66,0.4,5,5,0.02127659574468085,2.9130015263978515,2.9649689779564032
naca8304,1.5,0.3,0.66,0.4,5,5,0.0425531914893617,4.216672837015847,3.2434845329579023
naca8304,1.5,0.3,0.66,0.4,5,5,0.06382978723404255,5.302722953782724,3.3691368655841303
naca8304,1.5,0.3,0.66,0.4,5,5,0.0851063829787234,6.16357706359847,3.341675319519552
naca8304,1.5,0.3,0.66,0.4,5,5,0.10638297872340426,6.648121840178491,3.156128121579862
naca8304,1.5,0.3,0.66,0.4,5,5,0.1276595744680851,6.969602792782446,2.852166008515917
naca8304,1.5,0.3,0.66,0.4,5,5,0.14893617021276595,7.1766392327007225,2.478529284943673
naca8304,1.5,0.3,0.66,0.4,5,5,0.1702127659574468,7.213426304972674,2.059651874234889
naca8304,1.5,0.3,0.66,0.4,5,5,0.19148936170212766,7.070019310186358,1.6406642710943542
naca8304,1.5,0.3,0.66,0.4,5,5,0.2127659574468085,6.757662595159408,1.2655259906455572
naca8304,1.5,0.3,0.66,0.4,5,5,0.23404255319148937,6.279718368192903,0.9741993920618726
naca8304,1.5,0.3,0.66,0.4,5,5,0.2553191489361702,5.631866326225849,0.799837879455581
naca8304,1.5,0.3,0.66,0.4,5,5,0.2765957446808511,4.80275207585058,0.7663248710806114
naca8304,1.5,0.3,0.66,0.4,5,5,0.2978723404255319,3.776580620585308,0.886656430538256
naca8304,1.5,0.3,0.66,0.4,5,5,0.3191489361702128,2.5368935265828463,1.1622175924231508
naca8304,1.5,0.3,0.66,0.4,5,5,0.3404255319148936,1.071261270300091,1.582862726840408
naca8304,1.5,0.3,0.66,0.4,5,5,0.36170212765957444,-0.6228752773946769,2.1278093370264375
naca8304,1.5,0.3,0.66,0.4,5,5,0.3829787234042553,-2.5330015656792195,2.7669725441067934
naca8304,1.5,0.3,0.66,0.4,5,5,0.40425531914893614,-4.626859941064648,3.4628944232244616
naca8304,1.5,0.3,0.66,0.4,5,5,0.425531914893617,-6.850592571901297,4.172980801695144
naca8304,1.5,0.3,0.66,0.4,5,5,0.44680851063829785,-9.130146984013093,4.852099179878459
naca8304,1.5,0.3,0.66,0.4,5,5,0.46808510638297873,-11.376430227190342,5.455431081292537
naca8304,1.5,0.3,0.66,0.4,5,5,0.48936170212765956,-13.49347398205998,5.941443225797388
naca8304,1.5,0.3,0.66,0.4,5,5,0.5106382978723404,-15.3889470413474,6.274682875619678
naca8304,1.5,0.3,0.66,0.4,5,5,0.5319148936170213,-16.9846053475894,6.428291390369222
naca8304,1.5,0.3,0.66,0.4,5,5,0.5531914893617021,-18.225255943466053,6.3859457819903085
naca8304,1.5,0.3,0.66,0.4,5,5,0.5744680851063829,-19.084181767348202,6.143154346910592
naca8304,1.5,0.3,0.66,0.4,5,5,0.5957446808510638,-19.56414388261815,5.707797813621523
naca8304,1.5,0.3,0.66,0.4,5,5,0.6170212765957447,-19.694132997532986,5.099853696087305
naca8304,1.5,0.3,0.66,0.4,5,5,0.6382978723404256,-19.522501100281413,4.350321744933906
naca8304,1.5,0.3,0.66,0.4,5,5,0.6595744680851063,-19.108931112651536,3.4993280720060858
naca8304,1.5,0.3,0.66,0.4,5,5,0.6808510638297872,-18.5164938206193,2.593796477757434
naca8304,1.5,0.3,0.66,0.4,5,5,0.7021276595744681,-17.806490099492898,1.6855488310029354
naca8304,1.5,0.3,0.66,0.4,5,5,0.7234042553191489,-16.994499074687734,0.8239769388109761
naca8304,1.5,0.3,0.66,0.4,5,5,0.7446808510638298,-16.036505813166894,0.050795659971731855
naca8304,1.5,0.3,0.66,0.4,5,5,0.7659574468085106,-15.051057620199316,-0.5839553383456335
naca8304,1.5,0.3,0.66,0.4,5,5,0.7872340425531915,-14.038578652297916,-1.053814836863201
naca8304,1.5,0.3,0.66,0.4,5,5,0.8085106382978723,-12.965448221448627,-1.3508017839213784
naca8304,1.5,0.3,0.66,0.4,5,5,0.8297872340425532,-11.828045390662215,-1.4610947514908519
naca8304,1.5,0.3,0.66,0.4,5,5,0.851063829787234,-10.58264100364233,-1.380769678449096
naca8304,1.5,0.3,0.66,0.4,5,5,0.8723404255319148,-9.213277820894433,-1.1243088941607124
naca8304,1.5,0.3,0.66,0.4,5,5,0.8936170212765957,-7.731131488550181,-0.7163883030852367
naca8304,1.5,0.3,0.66,0.4,5,5,0.9148936170212766,-6.145856756956367,-0.1892713262747625
naca8304,1.5,0.3,0.66,0.4,5,5,0.9361702127659575,-4.47743844596445,0.4176711909410914
naca8304,1.5,0.3,0.66,0.4,5,5,0.9574468085106382,-2.761147861805687,1.0600000668873195
naca8304,1.5,0.3,0.66,0.4,5,5,0.9787234042553191,-1.0459936926323918,1.6912833350326637
